,under-canon,under-near1,under-near2,under-far1
ground_lightsource,0.0,0.0,0.0,0.0
ground_container,0.0,0.0,0.0,0.0
support,0.01600258770480685,0.013542168379757835,0.02995571440458317,0.05702798463622959
ground_verticality,0.0,0.0,0.0,0.0
shortest_distance,0.008332760276367228,0.06601689627346374,0.036291454574915734,0.09114292939663071
contact_proportion,0.0006539969481176248,0.08494233075030293,0.014042012780711672,0.042803131556861274
above_proportion,0.049270017728867674,0.06570687159844493,0.1051050456329994,0.09301410360127907
below_proportion,0.031239433151274802,0.04714285215178401,0.13132945058318665,0.04063249905573737
bbox_overlap_proportion,0.031004218237768222,0.16195541094153496,0.07361743191842579,0.022405711201619348
horizontal_distance,0.0005439564556253282,0.06786078878524086,0.004850454196872302,0.0555071082014046
f_covers_g,0.03687544529414776,0.04045322006399404,0.1253402169752788,0.06493537176661139
g_covers_f,0.0631028229562443,0.0471285901312222,0.10909820660459252,0.14937949801271644
location_control,9.074055364282317e-05,0.031110078518684206,0.0053296695357452975,0.0458792510900211
