,Distinct Prototype,Baseline Model,KMeans Model,Partition Model
0,0.875,0.7132352941176471,0.8382352941176471,0.7794117647058824
1,0.9252336448598131,0.897196261682243,0.8598130841121495,0.8504672897196262
2,0.7604166666666666,0.8541666666666666,0.9166666666666666,0.96875
3,0.8888888888888888,0.9027777777777778,0.8611111111111112,0.7916666666666666
4,0.8909090909090909,0.8818181818181818,0.9,0.9454545454545454
5,0.8932038834951457,0.9029126213592233,0.9223300970873787,0.8640776699029126
6,0.8539325842696629,0.8764044943820225,0.9325842696629213,0.9101123595505618
7,0.8840579710144928,0.9057971014492754,0.855072463768116,0.9057971014492754
8,0.8148148148148148,0.8888888888888888,0.9259259259259259,0.8888888888888888
9,0.9420289855072463,0.9130434782608695,0.8115942028985508,0.8260869565217391
10,0.8931297709923665,0.9770992366412213,0.9770992366412213,0.9312977099236641
11,0.8846153846153846,0.9134615384615384,0.9230769230769231,0.8653846153846154
12,0.8378378378378378,0.6891891891891891,0.8243243243243243,0.8108108108108109
13,0.896551724137931,0.8045977011494253,0.7931034482758621,0.8620689655172413
14,0.8968253968253969,0.8809523809523809,0.8492063492063492,0.8015873015873016
15,0.8640776699029126,0.9514563106796117,0.9320388349514563,0.8737864077669902
16,0.8661417322834646,0.9212598425196851,0.8346456692913385,0.7637795275590551
17,0.8674698795180723,0.9036144578313253,0.9036144578313253,0.8554216867469879
18,0.8533333333333334,0.8666666666666667,0.7466666666666667,0.8
19,0.90625,0.8125,0.75,0.796875
20,0.7777777777777778,0.8518518518518519,0.8518518518518519,0.8518518518518519
21,0.8,0.9,0.8,0.8857142857142857
22,0.8809523809523809,0.8452380952380952,0.8214285714285714,0.8095238095238095
23,0.9130434782608695,0.9057971014492754,0.9420289855072463,0.9057971014492754
24,0.8782608695652174,0.8173913043478261,0.9130434782608695,0.8173913043478261
25,0.8362068965517241,0.8275862068965517,0.8448275862068966,0.8275862068965517
26,0.9484536082474226,0.9175257731958762,0.9381443298969072,0.865979381443299
27,0.8761061946902655,0.8761061946902655,0.8407079646017699,0.8761061946902655
28,0.9180327868852459,0.8688524590163934,0.9672131147540983,0.8360655737704918
29,0.8282828282828283,0.9191919191919192,0.898989898989899,0.8686868686868687
30,0.8,0.9172413793103448,0.8620689655172413,0.8068965517241379
31,0.8666666666666667,0.8444444444444444,0.7777777777777778,0.7888888888888889
32,0.7982456140350878,0.8421052631578947,0.8947368421052632,0.8070175438596491
33,0.9204545454545454,0.8522727272727273,0.9204545454545454,0.8636363636363636
34,0.9504950495049505,0.8514851485148515,0.8514851485148515,0.8514851485148515
35,0.9324324324324325,0.9594594594594594,0.9864864864864865,0.9594594594594594
36,0.8070175438596491,0.8596491228070176,0.8859649122807017,0.868421052631579
37,0.9193548387096774,0.9032258064516129,0.7903225806451613,0.8064516129032258
38,0.9270833333333334,0.9479166666666666,0.9270833333333334,0.84375
39,0.9,0.9444444444444444,0.8555555555555555,0.8777777777777778
40,0.8469387755102041,0.9081632653061225,0.826530612244898,0.8367346938775511
41,0.8617021276595744,0.8936170212765957,0.8829787234042553,0.8617021276595744
42,0.8484848484848485,0.9191919191919192,0.9191919191919192,0.8585858585858586
43,0.8932038834951457,0.883495145631068,0.8737864077669902,0.7864077669902912
44,0.7948717948717948,0.8205128205128205,0.6923076923076923,0.6153846153846154
45,0.8813559322033898,0.9067796610169492,0.847457627118644,0.7711864406779662
46,0.9625,0.925,0.925,0.8875
47,0.875968992248062,0.813953488372093,0.8604651162790697,0.8914728682170543
48,0.9125,0.825,0.9,0.8625
49,0.8582089552238806,0.9402985074626866,0.9402985074626866,0.8507462686567164
50,0.9230769230769231,0.9,0.9076923076923077,0.8461538461538461
51,0.9037037037037037,0.9037037037037037,0.9259259259259259,0.9185185185185185
52,0.9142857142857143,0.9238095238095239,0.9333333333333333,0.8857142857142857
53,0.9056603773584906,0.8301886792452831,0.8679245283018868,0.8679245283018868
54,0.8775510204081632,0.7959183673469388,0.826530612244898,0.8061224489795918
55,0.796875,0.796875,0.890625,0.796875
56,0.8829787234042553,0.7872340425531915,0.7659574468085106,0.7659574468085106
57,0.9545454545454546,0.9090909090909091,0.8636363636363636,0.8484848484848485
58,0.8382352941176471,0.9191176470588235,0.8970588235294118,0.8823529411764706
59,0.8602150537634409,0.9032258064516129,0.9139784946236559,0.9247311827956989
60,0.940677966101695,0.9491525423728814,0.9661016949152542,0.9745762711864406
61,0.868421052631579,0.7763157894736842,0.8552631578947368,0.6973684210526315
62,0.8625,0.8375,0.8375,0.7875
63,0.8767123287671232,0.8493150684931506,0.8356164383561644,0.821917808219178
64,0.9047619047619048,0.8952380952380953,0.8857142857142857,0.9047619047619048
65,0.8048780487804879,0.926829268292683,0.8780487804878049,0.8780487804878049
66,0.9,0.88,0.9,0.8866666666666667
67,0.7222222222222222,0.8148148148148148,0.8333333333333334,0.8055555555555556
68,0.8936170212765957,0.8936170212765957,0.925531914893617,0.9042553191489362
69,0.9204545454545454,0.8977272727272727,0.8181818181818182,0.9090909090909091
70,0.967032967032967,0.8241758241758241,0.7912087912087912,0.8461538461538461
71,0.7142857142857143,0.9166666666666666,0.7738095238095238,0.8690476190476191
72,0.9529411764705882,0.9529411764705882,0.9647058823529412,0.9882352941176471
73,0.8666666666666667,0.85,0.85,0.85
74,0.8985507246376812,0.9057971014492754,0.9347826086956522,0.8913043478260869
75,0.8632478632478633,0.811965811965812,0.9145299145299145,0.811965811965812
76,0.9029126213592233,0.8932038834951457,0.9029126213592233,0.8543689320388349
77,0.9047619047619048,0.8666666666666667,0.8857142857142857,0.8761904761904762
78,0.8157894736842105,0.8421052631578947,0.868421052631579,0.7105263157894737
79,0.7818181818181819,0.8,0.7454545454545455,0.8363636363636363
80,0.7362637362637363,0.8791208791208791,0.8681318681318682,0.7912087912087912
81,0.8431372549019608,0.803921568627451,0.8431372549019608,0.7254901960784313
82,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8804347826086957
