,Distinct Prototype,Baseline Model,KMeans Model,Partition Model
Distinct Prototype,0.0,0.6204791731659218,0.5069901546169622,0.9999873225871596
Baseline Model,0.3795208268340782,0.0,0.4406453258093763,0.9999977596364552
KMeans Model,0.4930098453830378,0.5593546741906237,0.0,0.999997363133516
Partition Model,1.2677412840377531e-05,2.2403635447721117e-06,2.636866484085722e-06,0.0
