,inside-canon,inside-far1
ground_lightsource,,
ground_container,,
support,0.7640850606002605,1.5241612355020127
ground_verticality,,
shortest_distance,-0.5525814822944618,-0.5721555634599433
contact_proportion,1.8571669590375277,0.8718586704320856
above_proportion,-0.6695328984730308,0.1923687095707842
below_proportion,-0.7279203269101312,-0.7407255924865553
bbox_overlap_proportion,3.7137603398434034,1.4638419428771505
horizontal_distance,-0.3867380794636758,-0.8240230679930861
f_covers_g,-0.3276128563292489,0.14603195770777813
g_covers_f,1.3521053090141961,0.694486424691731
location_control,1.4800950653309404,1.230225292496168
