,above-canon,above-near1,above-near2,above-far1
ground_lightsource,,,,
ground_container,,,,
support,1.4980685098751971,1.3838270168606943,0.5243478277305285,-0.6282479272739424
ground_verticality,,,,
shortest_distance,-0.4417276234837705,-0.5500660432242727,-0.23521316816733523,0.39829356597860516
contact_proportion,0.333870135636699,2.9595441876097754,0.5241005025170609,0.5045838057144939
above_proportion,1.114555188796077,-0.9059561524155018,1.1792644230511198,-0.9059561524155018
below_proportion,-0.7484621051199396,-0.7213843109030941,-0.7484621051199399,0.08690351030766541
bbox_overlap_proportion,0.01127930030494911,2.780549941486541,-0.25516835374564617,0.7114090066030333
horizontal_distance,-0.8111727050223814,-0.7702391717252726,0.26137960843401986,0.9191769547650637
f_covers_g,-0.09676018649079417,-0.6136228424041453,-0.3646050556886613,-0.5103304366887401
g_covers_f,1.0631917187794704,0.6750521035736154,0.7449510838819376,0.25985276900318416
location_control,0.9398623421094846,1.3068850057069465,0.45709225799847447,-0.5827012213340873
