,under-canon,under-near1,under-near2,under-far1
ground_lightsource,,,,
ground_container,,,,
support,-0.627976382514769,-0.1910462839246633,-0.6282480394372746,-0.6282002318671657
ground_verticality,,,,
shortest_distance,1.2424716635442887,-0.49166591523365905,1.4977085301114867,-0.4128899255474104
contact_proportion,-0.44950312033121625,0.08391124908939208,-0.44950312033121614,-0.07280994678741005
above_proportion,-0.9059561524155018,-0.9059561524155021,-0.905956152415502,-0.9059561524155021
below_proportion,1.6343840719040237,-0.5509214930226274,1.6343840719040235,0.0162062255558304
bbox_overlap_proportion,-0.3570435486078057,3.6558504105305913,-0.35704354860780574,0.1040320451102316
horizontal_distance,0.4880330592186873,0.008763847382852009,0.955637519967613,0.2659591557716681
f_covers_g,0.303323565274598,-0.4490573074512376,0.5233807258906241,-0.02623502865780114
g_covers_f,1.0249346350623874,1.2073657687407358,-0.7496754444425997,-0.51236322183745
location_control,-0.8052519322740249,0.12421742681960904,-0.8052273228494613,-0.24755536545523704
