,against-canon,against-near1,against-near2,against-near3,against-not far1,against-not far2,against-not far3,against-far1
ground_lightsource,,,,,,,,
ground_container,,,,,,,,
support,1.5080505650874918,1.6267716343817655,,0.5302400988053411,,0.1438473626952777,,-0.6282479553147755
ground_verticality,,,,,,,,
shortest_distance,-0.602573893987224,-0.5879470406308893,,-0.6021904242497087,,-0.4897048570058772,,-0.019030005954556894
contact_proportion,2.08147736177971,0.2876249416966552,,4.011116742587436,,-0.09164885344397451,,-0.4495031203312162
above_proportion,0.3037032214490135,1.0681708532205199,,-0.905956152415502,,-0.6376738715578499,,-0.47880308764686547
below_proportion,-0.7484621051199398,-0.7484621051199398,,-0.6882892290825049,,-0.6343695016968359,,-0.09112522623452285
bbox_overlap_proportion,2.3472470629691062,0.1749820762223584,,2.8767866498512986,,0.7582598843205649,,1.0981462890839744
horizontal_distance,-0.9407576973168446,-0.9068030644835111,,-0.7204512314966858,,-0.008566539679003622,,1.22153617656598
f_covers_g,0.019760722804612108,0.49789899353753664,,-0.634718450758441,,-0.5698755151525832,,-0.6591691845051616
g_covers_f,1.5157075793798147,0.8272732850329991,,0.7184696537732508,,-0.14243053154721802,,-0.15659198353086268
location_control,1.4627839904368225,1.6637351596802232,,1.1129919054989108,,0.8376494239817553,,-0.8042960708109745
