,over-canon,over-near1,over-near2,over-far1
ground_lightsource,,,,
ground_container,,,,
support,-0.058439064776323546,-0.6282480394372745,0.5826852956211779,0.2414675768622354
ground_verticality,,,,
shortest_distance,-0.4161644086957992,-0.4746133759004523,-0.16027234521199163,0.11302332029810414
contact_proportion,-0.4495031203312162,-0.4495031203312162,0.33892246788462094,1.8927058633750289
above_proportion,0.9192973898459811,-0.9059561524155018,1.1387267106146832,-0.7211470829484986
below_proportion,-0.7484621051199398,1.173550676083062,-0.7484621051199396,0.09546258257604727
bbox_overlap_proportion,-0.22381218365264927,-0.35695286515686364,-0.03597756836101635,1.4818067500750935
horizontal_distance,0.28715174222626294,-0.2429605322667411,-0.19255664976256015,-0.11249994093171108
f_covers_g,1.401343087550706,1.536002907966404,-0.35377608995768095,-0.32007675652436046
g_covers_f,-0.4512259443991934,-0.6888498550641714,0.8203392390486477,0.777494478085587
location_control,-0.2496701979791922,-0.8047318709080369,0.439198898413381,0.4444178723716044
