,support,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control
values,1.0,0.010364769999999995,0.0,0.0,0.0,0.9999999999999999,0.20954299999999998,0.09971711,1.0,0.9999999999999999
