,Distinct Prototype,Baseline Model,KMeans Model
0,0.9459459459459459,1.0,0.972972972972973
1,0.7647058823529411,0.8823529411764706,0.7647058823529411
2,0.9210526315789473,0.8157894736842105,0.868421052631579
3,0.8909090909090909,0.8727272727272727,0.8363636363636363
4,1.0,0.8611111111111112,0.9444444444444444
5,0.8805970149253731,0.7014925373134329,0.9104477611940298
6,0.8529411764705882,0.7941176470588235,0.7941176470588235
7,0.922077922077922,0.948051948051948,0.935064935064935
8,0.7209302325581395,0.7906976744186046,0.9069767441860465
9,0.8928571428571429,0.8571428571428571,0.9642857142857143
10,0.8955223880597015,0.7014925373134329,0.9104477611940298
11,0.9534883720930233,0.813953488372093,0.9069767441860465
12,0.9552238805970149,1.0,0.9850746268656716
13,0.8909090909090909,0.8727272727272727,0.8727272727272727
14,0.8571428571428571,0.8214285714285714,0.7857142857142857
15,0.8222222222222222,0.7333333333333333,0.8666666666666667
16,0.8541666666666666,0.875,0.7708333333333334
17,0.8979591836734694,0.8775510204081632,0.6938775510204082
18,0.96,1.0,0.96
19,0.9545454545454546,0.7727272727272727,0.7727272727272727
20,0.9333333333333333,0.8,0.9555555555555556
21,0.7674418604651163,0.6511627906976745,0.7441860465116279
22,0.9701492537313433,0.9402985074626866,0.8955223880597015
23,0.8888888888888888,0.8888888888888888,0.7407407407407407
24,0.8405797101449275,0.8260869565217391,0.8405797101449275
25,0.95,0.9166666666666666,0.85
26,0.9333333333333333,1.0,0.9333333333333333
27,0.9655172413793104,0.8620689655172413,0.8275862068965517
28,0.7837837837837838,0.9459459459459459,0.9459459459459459
29,0.6666666666666666,0.8771929824561403,0.9473684210526315
30,0.8648648648648649,0.8378378378378378,0.7027027027027027
31,0.896551724137931,0.7931034482758621,0.896551724137931
32,0.9508196721311475,0.8852459016393442,0.8524590163934426
33,0.92,0.88,0.96
34,0.9512195121951219,0.9512195121951219,0.9024390243902439
35,0.7916666666666666,0.75,0.8333333333333334
36,0.9454545454545454,0.8545454545454545,0.9272727272727272
37,0.75,0.7954545454545454,0.8181818181818182
38,0.8541666666666666,0.8958333333333334,0.9375
39,1.0,0.7777777777777778,0.9722222222222222
40,0.9696969696969697,0.9090909090909091,0.8484848484848485
41,0.8333333333333334,0.7142857142857143,0.8095238095238095
42,0.9428571428571428,0.7714285714285715,0.9571428571428572
43,0.9629629629629629,0.9259259259259259,0.9259259259259259
44,0.9574468085106383,0.8085106382978723,0.8297872340425532
45,0.88,0.88,0.86
46,0.8412698412698413,0.8888888888888888,0.873015873015873
47,0.9375,0.78125,0.84375
48,0.8541666666666666,0.7916666666666666,0.875
49,0.8108108108108109,0.8378378378378378,0.8648648648648649
50,0.7727272727272727,0.8181818181818182,0.8636363636363636
51,0.9365079365079365,0.8571428571428571,0.873015873015873
52,0.825,0.7,0.825
53,0.9473684210526315,0.7894736842105263,0.9342105263157895
54,0.9523809523809523,0.7619047619047619,0.6428571428571429
55,0.9761904761904762,0.9761904761904762,0.9761904761904762
56,0.9019607843137255,0.9215686274509803,0.9215686274509803
57,0.813953488372093,0.8372093023255814,0.8837209302325582
58,0.96875,0.84375,0.9375
59,0.7894736842105263,0.8421052631578947,0.7631578947368421
60,0.9736842105263158,0.9210526315789473,0.8157894736842105
61,0.8695652173913043,0.717391304347826,0.8478260869565217
62,0.90625,0.78125,0.90625
63,0.9411764705882353,0.8823529411764706,0.9705882352941176
64,0.8627450980392157,0.7647058823529411,0.8431372549019608
65,0.926829268292683,0.926829268292683,0.8780487804878049
66,1.0,0.9555555555555556,0.8666666666666667
67,0.9,0.8714285714285714,0.9
68,0.8409090909090909,0.8863636363636364,0.8409090909090909
69,0.875,0.75,0.7708333333333334
70,0.9333333333333333,0.9111111111111111,0.8222222222222222
71,0.8857142857142857,0.8857142857142857,0.9142857142857143
72,0.9538461538461539,0.8,0.8923076923076924
73,1.0,0.9056603773584906,0.8679245283018868
74,0.96875,0.8125,0.9375
75,0.7333333333333333,0.7555555555555555,0.7777777777777778
76,0.8076923076923077,0.6538461538461539,0.8653846153846154
77,0.926829268292683,0.9024390243902439,0.926829268292683
78,0.90625,0.9375,0.90625
79,0.8367346938775511,0.8367346938775511,0.8571428571428571
80,0.84375,0.6875,0.5625
81,0.9130434782608695,0.782608695652174,0.9565217391304348
82,0.75,0.90625,0.8125
83,0.9318181818181818,0.9545454545454546,0.9545454545454546
84,0.9130434782608695,0.8260869565217391,0.9130434782608695
85,0.9315068493150684,0.8082191780821918,0.821917808219178
86,0.8431372549019608,0.8627450980392157,0.8627450980392157
87,0.972972972972973,0.918918918918919,0.918918918918919
88,0.875,0.9464285714285714,0.9107142857142857
89,0.8125,0.6875,0.84375
90,0.9210526315789473,0.8421052631578947,0.9736842105263158
91,0.8947368421052632,0.8596491228070176,0.7719298245614035
92,0.7777777777777778,0.5777777777777777,0.8222222222222222
93,0.9411764705882353,0.8627450980392157,0.9607843137254902
94,0.9818181818181818,0.9272727272727272,0.9636363636363636
95,0.9696969696969697,0.9090909090909091,0.9696969696969697
96,0.8,0.8444444444444444,0.7111111111111111
97,0.9215686274509803,0.8431372549019608,0.7843137254901961
98,0.926829268292683,0.9024390243902439,0.926829268292683
99,0.8181818181818182,0.9696969696969697,0.6666666666666666
