,Distinct Prototype,Baseline Model,KMeans Model
in,0.9115384615384616,0.8115384615384615,0.8602564102564103
on,0.9475975975975977,0.8995495495495496,0.9642642642642643
under,0.8042424242424242,0.6354545454545455,0.8706060606060606
over,0.607843137254902,0.7892156862745098,0.7156862745098039
Average,0.8178054051583464,0.7839395607042665,0.8527032524091347
Overall,0.8364059025672124,0.7929351121892056,0.8765211239134829
